5552.186434761165,4269.495635214216,3876.242078861368,3499.575037490286,3134.353109851069,2553.2856809638793,2472.8273224090353,2133.7587442669233,1834.8864901015818,1645.943421733463,1552.8274678748267,1362.840694360804,1305.042308007062,1051.5435887830367,945.5170692210125,926.26713098464,861.8253130372467,742.8797937290146,758.1618975535564,651.5613350370029,563.3623026778005,370.71930418051977,391.24171919320827,387.2551442420417
4269.495635214216,4589.335791339437,4059.6503165428708,3712.87192699113,3336.9285946795726,2703.164990573338,2586.798052260956,2207.334258348333,1878.6164329645455,1687.5241514596082,1615.3645606457003,1474.3456397590614,1413.640095085424,1153.4092330923463,1045.851062434594,998.2359505758227,918.442367273341,812.0223979455284,815.1740177249983,719.3547587903113,626.1976954186671,406.52354065190207,428.30254681664564,426.24995087812107
3876.242078861368,4059.6503165428703,5207.687109980647,4626.536718988968,4094.1711240322647,3216.6832923520387,3105.436467880928,2652.3622257761263,2239.518576237011,2002.322116043128,1958.978558977338,1699.961604997642,1598.2763121161486,1306.3915653042818,1162.9887238692088,1080.6711014271546,1005.4732326033616,866.4310970817439,852.1971539320109,739.4657901677891,675.4448400662498,420.60894230288426,424.0354880633382,386.2227494064634
3499.5750374902855,3712.87192699113,4626.536718988967,5824.241792837856,5162.031601166355,4009.1629588834976,3924.748137160728,3289.8908384972474,2742.3669689584303,2469.4841567943454,2401.0490690479473,2103.123374680811,1934.10708901003,1570.892299079535,1364.9551344803294,1265.1691074990554,1209.7364256810597,1010.620055629913,1014.1791042163948,900.3949972958605,838.192048095971,554.2065607588474,524.1054820198922,436.82239217224344
3134.353109851069,3336.9285946795726,4094.171124032265,5162.031601166356,6413.202785725158,4839.955305562219,4690.150655921207,3834.9229421214823,3219.641683439254,2940.0478994640685,2831.029519660994,2491.0712201489105,2298.931327435427,1870.1145733359424,1602.2529422490438,1471.9181814834253,1386.683842800704,1199.248271126324,1191.8202782404005,1077.5514084492445,985.4019219592334,691.1712767365062,654.261012135991,568.1990544565833
2553.2856809638793,2703.164990573338,3216.683292352038,4009.1629588834976,4839.955305562219,5113.290669378146,4946.0340609237555,4039.9045937138144,3370.6223921223923,3035.819103828274,2865.5660999256133,2521.969334490638,2322.2656392576955,1874.836714782136,1608.5054053739732,1490.9214224242485,1433.3986009884509,1261.4797031060255,1196.805363651949,1080.8447339232935,998.916431567867,694.1424353359487,628.8336283891448,553.486005044206
2472.8273224090353,2586.798052260956,3105.436467880928,3924.748137160728,4690.150655921207,4946.0340609237555,6725.8552419599755,5366.115998739948,4413.281564441371,3951.4687486504304,3694.754337113894,3225.441312974955,2999.3387670179964,2390.901822941585,2048.1101781252387,1935.6793764809738,1852.5211091717083,1622.0000643651742,1504.3426631872035,1389.414368797111,1283.4619713122183,963.016804734064,884.1179945963388,778.0484432087151
2133.7587442669233,2207.3342583483327,2652.3622257761263,3289.8908384972474,3834.9229421214823,4039.9045937138144,5366.115998739948,6209.493648465032,4984.981709661852,4407.424392354159,4160.471516073685,3564.73358399735,3298.125674942587,2671.356563886172,2283.209865572282,2141.203255798372,2005.515314139555,1823.0117422467047,1667.890228956837,1538.0718693827598,1403.2734835419326,1036.398442594216,922.0235074595187,796.5554942517853
1834.8864901015818,1878.6164329645455,2239.518576237011,2742.3669689584303,3219.641683439254,3370.6223921223923,4413.281564441371,4984.981709661852,5609.840284844009,4935.840103881665,4622.565218926951,3978.208546043303,3662.8845639655706,2949.708099952788,2535.6355507275352,2361.06021488185,2253.971867524841,2104.74246257998,1898.6952179424095,1701.3839018747678,1513.0926451876926,1117.868739558459,990.8921560307037,842.7404768603953
1645.9434217334633,1687.5241514596082,2002.322116043128,2469.4841567943454,2940.047899464069,3035.819103828274,3951.4687486504304,4407.424392354158,4935.840103881665,6031.724287584905,5596.434818735322,4870.015419677234,4465.272496197446,3507.204741520381,2990.8187779251125,2756.0547056224996,2647.800243925445,2436.3280191107915,2199.502191123143,2029.5970981726439,1772.8954386475132,1322.7744827198576,1128.4338045225777,969.8508288633769
